frame,team,id,x,y
118,away,2,22.1,-20.3
118,away,3,24.2,-5.1
118,away,4,26.5,10.5
118,away,5,28.0,22.7
118,away,6,7.9,-21.5
118,away,7,6.3,-9.9
118,away,8,3.9,4.4
118,away,9,1.9,19.1
118,away,10,-16.8,11.4
118,away,11,-15.9,-7.2
119,ball,0,28.0,18.0
119,home,1,-41.7,-3.0
119,home,2,-27.6,-24.2
119,home,3,-28.1,-8.1
119,home,4,-26.9,10.0
119,home,5,-24.7,25.0
119,home,6,-2.4,-17.7
119,home,7,-1.2,-6.7
119,home,8,-1.6,5.2
119,home,9,-3.4,17.0
119,home,10,12.2,-12.4
119,home,11,10.4,9.5
119,away,1,37.1,-0.5
119,away,2,22.1,-20.3
119,away,3,24.2,-5.1
119,away,4,26.6,10.5
119,away,5,28.0,22.7
119,away,6,7.8,-21.6
119,away,7,6.2,-9.9
119,away,8,3.8,4.4
119,away,9,1.8,19.2
119,away,10,-16.9,11.4
119,away,11,-15.9,-7.1
120,ball,0,28.1,17.6
120,home,1,-41.8,-3.0
120,home,2,-27.6,-24.1
120,home,3,-28.0,-8.1
120,home,4,-26.8,10.0
120,home,5,-24.5,25.0
120,home,6,-2.3,-17.7
120,home,7,-1.1,-6.7
120,home,8,-1.6,5.1
120,home,9,-3.4,17.0
120,home,10,12.2,-12.4
120,home,11,10.4,9.5
120,away,1,37.1,-0.4
120,away,2,22.1,-20.2
120,away,3,24.3,-5.0
120,away,4,26.6,10.5
120,away,5,27.9,22.6
120,away,6,7.7,-21.6
120,away,7,6.0,-9.9
120,away,8,3.6,4.4
120,away,9,1.7,19.2
120,away,10,-16.9,11.5
120,away,11,-15.9,-7.1
121,ball,0,28.2,17.2
121,home,1,-41.8,-3.0
121,home,2,-27.6,-24.1
121,home,3,-27.9,-8.0
121,home,4,-26.7,10.1
121,home,5,-24.4,25.0
121,home,6,-2.2,-17.8
121,home,7,-1.1,-6.8
121,home,8,-1.6,5.1
121,home,9,-3.5,17.0
121,home,10,12.1,-12.4
121,home,11,10.4,9.6
121,away,1,37.0,-0.4
121,away,2,22.1,-20.2
121,away,3,24.3,-5.0
121,away,4,26.6,10.4
121,away,5,27.9,22.5
121,away,6,7.7,-21.7
121,away,7,5.9,-9.9
121,away,8,3.5,4.5
121,away,9,1.6,19.3
121,away,10,-17.0,11.5
121,away,11,-15.9,-7.1
122,ball,0,28.4,16.8
122,home,1,-41.8,-3.0
122,home,2,-27.6,-24.1
122,home,3,-27.9,-8.0
122,home,4,-26.6,10.1
122,home,5,-24.3,25.0
122,home,6,-2.1,-17.8
122,home,7,-1.0,-6.8
122,home,8,-1.6,5.0
122,home,9,-3.5,17.0
122,home,10,12.1,-12.3
122,home,11,10.4,9.7
122,away,1,37.0,-0.3
122,away,2,22.1,-20.1
122,away,3,24.3,-5.0
122,away,4,26.6,10.4
122,away,5,27.9,22.5
122,away,6,7.6,-21.7
122,away,7,5.8,-9.9
122,away,8,3.4,4.5
122,away,9,1.5,19.3
122,away,10,-17.0,11.6
122,away,11,-15.9,-7.1
123,ball,0,28.5,16.5
123,home,1,-41.9,-3.0
123,home,2,-27.6,-24.0
123,home,3,-27.8,-7.9
123,home,4,-26.5,10.2
123,home,5,-24.2,25.0
123,home,6,-2.0,-17.8
123,home,7,-0.9,-6.9
123,home,8,-1.6,5.0
123,home,9,-3.5,17.0
123,home,10,12.1,-12.3
123,home,11,10.4,9.7
123,away,1,37.0,-0.2
123,away,2,22.1,-20.1
123,away,3,24.4,-5.0
123,away,4,26.6,10.4
123,away,5,27.9,22.4
123,away,6,7.5,-21.8
123,away,7,5.7,-10.0
123,away,8,3.3,4.5
123,away,9,1.4,19.4
123,away,10,-17.0,11.6
123,away,11,-15.8,-7.1
124,ball,0,28.6,16.1
124,home,1,-41.9,-3.0
124,home,2,-27.6,-24.0
124,home,3,-27.8,-7.8
124,home,4,-26.4,10.2
124,home,5,-24.0,25.0
124,home,6,-1.9,-17.9
124,home,7,-0.9,-7.0
124,home,8,-1.6,4.9
124,home,9,-3.6,17.0
124,home,10,12.1,-12.2
124,home,11,10.4,9.8
124,away,1,36.9,-0.2
124,away,2,22.1,-20.0
124,away,3,24.4,-5.0
124,away,4,26.6,10.3
124,away,5,27.8,22.4
124,away,6,7.4,-21.8
124,away,7,5.5,-10.0
124,away,8,3.1,4.6
124,away,9,1.3,19.5
124,away,10,-17.1,11.7
124,away,11,-15.8,-7.1
125,ball,0,28.7,15.7
125,home,1,-41.9,-3.0
125,home,2,-27.6,-23.9
125,home,3,-27.7,-7.8
125,home,4,-26.2,10.2
125,home,5,-23.9,25.0
125,home,6,-1.8,-17.9
125,home,7,-0.8,-7.0
125,home,8,-1.6,4.9
125,home,9,-3.6,17.0
125,home,10,12.0,-12.2
125,home,11,10.4,9.8
125,away,1,36.9,-0.1
125,away,2,22.2,-20.0
125,away,3,24.4,-5.0
125,away,4,26.7,10.3
125,away,5,27.8,22.3
125,away,6,7.3,-21.9
125,away,7,5.4,-10.0
125,away,8,3.0,4.6
125,away,9,1.2,19.5
125,away,10,-17.1,11.7
125,away,11,-15.8,-7.1
126,ball,0,28.8,15.3
126,home,1,-41.9,-3.0
126,home,2,-27.5,-23.9
126,home,3,-27.6,-7.7
126,home,4,-26.1,10.3
126,home,5,-23.8,25.0
126,home,6,-1.7,-18.0
126,home,7,-0.8,-7.1
126,home,8,-1.6,4.9
126,home,9,-3.6,17.0
126,home,10,12.0,-12.2
126,home,11,10.4,9.9
126,away,1,36.9,-0.1
126,away,2,22.2,-20.0
126,away,3,24.5,-5.0
126,away,4,26.7,10.3
126,away,5,27.8,22.2
126,away,6,7.2,-21.9
126,away,7,5.3,-10.0
126,away,8,2.9,4.6
126,away,9,1.2,19.6
126,away,10,-17.1,11.8
126,away,11,-15.8,-7.0
127,ball,0,28.9,14.9
127,home,1,-42.0,-3.0
127,home,2,-27.5,-23.8
127,home,3,-27.5,-7.7
127,home,4,-26.0,10.3
127,home,5,-23.7,25.0
127,home,6,-1.6,-18.0
127,home,7,-0.8,-7.1
127,home,8,-1.6,4.8
127,home,9,-3.7,17.0
127,home,10,12.0,-12.1
127,home,11,10.4,10.0
127,away,1,36.9,-0.0
127,away,2,22.2,-19.9
127,away,3,24.5,-5.0
127,away,4,26.7,10.2
127,away,5,27.7,22.2
127,away,6,7.1,-22.0
127,away,7,5.2,-10.0
127,away,8,2.8,4.7
127,away,9,1.1,19.6
127,away,10,-17.1,11.8
127,away,11,-15.8,-7.0
128,ball,0,29.0,14.5
128,home,1,-42.0,-3.0
128,home,2,-27.5,-23.8
128,home,3,-27.5,-7.6
128,home,4,-25.9,10.3
128,home,5,-23.5,25.0
128,home,6,-1.5,-18.1
128,home,7,-0.7,-7.2
128,home,8,-1.6,4.8
128,home,9,-3.7,17.0
128,home,10,12.0,-12.1
128,home,11,10.5,10.0
128,away,1,36.8,0.1
128,away,2,22.2,-19.9
128,away,3,24.5,-5.0
128,away,4,26.7,10.2
128,away,5,27.7,22.1
128,away,6,7.0,-22.0
128,away,7,5.1,-10.0
128,away,8,2.7,4.7
128,away,9,1.0,19.7
128,away,10,-17.2,11.9
128,away,11,-15.7,-7.0
129,ball,0,29.1,14.1
129,home,1,-42.0,-3.0
129,home,2,-27.5,-23.7
129,home,3,-27.4,-7.6
129,home,4,-25.8,10.4
129,home,5,-23.4,25.0
129,home,6,-1.4,-18.1
129,home,7,-0.7,-7.3
129,home,8,-1.6,4.7
129,home,9,-3.7,17.0
129,home,10,11.9,-12.0
129,home,11,10.5,10.1
129,away,1,36.8,0.1
129,away,2,22.2,-19.8
129,away,3,24.6,-5.0
129,away,4,26.7,10.1
129,away,5,27.7,22.1
129,away,6,7.0,-22.0
129,away,7,4.9,-10.0
129,away,8,2.6,4.7
129,away,9,0.9,19.7
129,away,10,-17.2,11.9
129,away,11,-15.7,-7.0
130,ball,0,29.2,13.7
130,home,1,-42.0,-2.9
130,home,2,-27.5,-23.7
130,home,3,-27.3,-7.5
130,home,4,-25.7,10.4
130,home,5,-23.3,25.0
130,home,6,-1.3,-18.2
130,home,7,-0.6,-7.3
130,home,8,-1.6,4.7
130,home,9,-3.8,17.0
130,home,10,11.9,-12.0
130,home,11,10.5,10.1
130,away,1,36.8,0.2
130,away,2,22.3,-19.8
130,away,3,24.6,-5.0
130,away,4,26.7,10.1
130,away,5,27.6,22.0
130,away,6,6.9,-22.1
130,away,7,4.8,-10.0
130,away,8,2.4,4.8
130,away,9,0.9,19.8
130,away,10,-17.2,11.9
130,away,11,-15.7,-7.0
131,ball,0,29.3,13.3
131,home,1,-42.1,-2.9
131,home,2,-27.5,-23.6
131,home,3,-27.2,-7.4
131,home,4,-25.6,10.5
131,home,5,-23.2,25.0
131,home,6,-1.2,-18.2
131,home,7,-0.6,-7.4
131,home,8,-1.6,4.7
131,home,9,-3.8,17.0
131,home,10,11.9,-11.9
131,home,11,10.5,10.2
131,away,1,36.8,0.2
131,away,2,22.3,-19.7
131,away,3,24.7,-5.0
131,away,4,26.7,10.1
131,away,5,27.6,21.9
131,away,6,6.8,-22.1
131,away,7,4.7,-10.0
131,away,8,2.3,4.8
131,away,9,0.8,19.9
131,away,10,-17.2,12.0
131,away,11,-15.7,-7.0
132,ball,0,29.4,12.9
132,home,1,-42.1,-2.9
132,home,2,-27.4,-23.6
132,home,3,-27.2,-7.4
132,home,4,-25.4,10.5
132,home,5,-23.0,25.0
132,home,6,-1.1,-18.2
132,home,7,-0.6,-7.4
132,home,8,-1.6,4.6
132,home,9,-3.8,17.0
132,home,10,11.9,-11.9
132,home,11,10.6,10.3
132,away,1,36.8,0.3
132,away,2,22.3,-19.7
132,away,3,24.7,-5.0
132,away,4,26.8,10.0
132,away,5,27.5,21.9
132,away,6,6.7,-22.2
132,away,7,4.6,-10.0
132,away,8,2.2,4.9
132,away,9,0.7,19.9
132,away,10,-17.2,12.0
132,away,11,-15.6,-7.0
133,ball,0,29.4,12.5
133,home,1,-42.1,-2.9
133,home,2,-27.4,-23.5
133,home,3,-27.1,-7.3
133,home,4,-25.3,10.5
133,home,5,-22.9,24.9
133,home,6,-1.0,-18.3
133,home,7,-0.5,-7.5
133,home,8,-1.7,4.6
133,home,9,-3.9,17.0
133,home,10,11.8,-11.9
133,home,11,10.6,10.3
133,away,1,36.7,0.4
133,away,2,22.4,-19.7
133,away,3,24.7,-5.0
133,away,4,26.8,10.0
133,away,5,27.5,21.8
133,away,6,6.6,-22.2
133,away,7,4.4,-10.0
133,away,8,2.1,4.9
133,away,9,0.6,20.0
133,away,10,-17.2,12.1
133,away,11,-15.6,-7.0
134,ball,0,29.5,12.1
134,home,1,-42.1,-2.9
134,home,2,-27.4,-23.5
134,home,3,-27.0,-7.3
134,home,4,-25.2,10.6
134,home,5,-22.8,24.9
134,home,6,-0.9,-18.3
134,home,7,-0.5,-7.6
134,home,8,-1.7,4.5
134,home,9,-3.9,17.0
134,home,10,11.8,-11.8
134,home,11,10.6,10.4
134,away,1,36.7,0.4
134,away,2,22.4,-19.6
134,away,3,24.8,-5.0
134,away,4,26.8,9.9
134,away,5,27.4,21.8
134,away,6,6.5,-22.2
134,away,7,4.3,-10.0
134,away,8,2.0,4.9
134,away,9,0.6,20.0
134,away,10,-17.2,12.1
134,away,11,-15.6,-7.0
135,ball,0,29.6,11.7
135,home,1,-42.2,-2.9
135,home,2,-27.4,-23.4
135,home,3,-26.9,-7.2
135,home,4,-25.1,10.6
135,home,5,-22.7,24.9
135,home,6,-0.9,-18.4
135,home,7,-0.5,-7.6
135,home,8,-1.7,4.5
135,home,9,-4.0,17.0
135,home,10,11.8,-11.8
135,home,11,10.6,10.4
135,away,1,36.7,0.5
135,away,2,22.4,-19.6
135,away,3,24.8,-5.0
135,away,4,26.8,9.9
135,away,5,27.4,21.7
135,away,6,6.4,-22.3
135,away,7,4.2,-10.0
135,away,8,1.9,5.0
135,away,9,0.5,20.1
135,away,10,-17.2,12.2
135,away,11,-15.5,-7.0
136,ball,0,29.7,11.3
136,home,1,-42.2,-2.8
136,home,2,-27.3,-23.4
136,home,3,-26.8,-7.1
136,home,4,-25.0,10.6
136,home,5,-22.6,24.9
136,home,6,-0.8,-18.4
136,home,7,-0.4,-7.7
136,home,8,-1.7,4.5
136,home,9,-4.0,17.1
136,home,10,11.8,-11.7
136,home,11,10.7,10.5
136,away,1,36.7,0.5
136,away,2,22.4,-19.6
136,away,3,24.8,-5.0
136,away,4,26.8,9.8
136,away,5,27.3,21.7
136,away,6,6.3,-22.3
136,away,7,4.1,-10.0
136,away,8,1.8,5.0
136,away,9,0.5,20.2
136,away,10,-17.3,12.2
136,away,11,-15.5,-7.0
137,ball,0,29.7,10.8
137,home,1,-42.2,-2.8
137,home,2,-27.3,-23.3
137,home,3,-26.8,-7.1
137,home,4,-24.8,10.6
137,home,5,-22.4,24.9
137,home,6,-0.7,-18.5
137,home,7,-0.4,-7.7
137,home,8,-1.7,4.5
137,home,9,-4.1,17.1
137,home,10,11.8,-11.7
137,home,11,10.7,10.5
137,away,1,36.7,0.6
137,away,2,22.5,-19.5
137,away,3,24.9,-5.0
137,away,4,26.8,9.8
137,away,5,27.3,21.6
137,away,6,6.2,-22.4
137,away,7,4.0,-10.0
137,away,8,1.7,5.1
137,away,9,0.4,20.2
137,away,10,-17.3,12.2
137,away,11,-15.5,-7.0
138,ball,0,29.8,10.4
138,home,1,-42.2,-2.8
138,home,2,-27.3,-23.3
138,home,3,-26.7,-7.0
138,home,4,-24.7,10.7
138,home,5,-22.3,24.9
138,home,6,-0.6,-18.6
138,home,7,-0.4,-7.8
138,home,8,-1.8,4.4
138,home,9,-4.1,17.1
138,home,10,11.7,-11.6
138,home,11,10.7,10.6
138,away,1,36.7,0.6
138,away,2,22.5,-19.5
138,away,3,24.9,-5.1
138,away,4,26.8,9.7
138,away,5,27.2,21.5
138,away,6,6.1,-22.4
138,away,7,3.8,-10.0
138,away,8,1.6,5.1
138,away,9,0.3,20.3
138,away,10,-17.3,12.3
138,away,11,-15.4,-7.0
139,ball,0,29.9,10.0
139,home,1,-42.2,-2.8
139,home,2,-27.2,-23.2
139,home,3,-26.6,-7.0
139,home,4,-24.6,10.7
139,home,5,-22.2,24.9
139,home,6,-0.6,-18.6
139,home,7,-0.4,-7.8
139,home,8,-1.8,4.4
139,home,9,-4.1,17.1
139,home,10,11.7,-11.6
139,home,11,10.8,10.7
139,away,1,36.7,0.7
139,away,2,22.6,-19.5
139,away,3,25.0,-5.1
139,away,4,26.8,9.7
139,away,5,27.2,21.5
139,away,6,6.0,-22.4
139,away,7,3.7,-10.0
139,away,8,1.5,5.2
139,away,9,0.3,20.3
139,away,10,-17.3,12.3
139,away,11,-15.4,-7.0
140,ball,0,29.9,9.5
140,home,1,-42.3,-2.8
140,home,2,-27.2,-23.2
140,home,3,-26.5,-6.9
140,home,4,-24.5,10.7
140,home,5,-22.1,24.8
140,home,6,-0.5,-18.7
140,home,7,-0.4,-7.9
140,home,8,-1.8,4.4
140,home,9,-4.2,17.1
140,home,10,11.7,-11.5
140,home,11,10.8,10.7
140,away,1,36.7,0.8
140,away,2,22.6,-19.4
140,away,3,25.0,-5.1
140,away,4,26.8,9.6
140,away,5,27.1,21.4
140,away,6,5.9,-22.5
140,away,7,3.6,-10.0
140,away,8,1.4,5.2
140,away,9,0.2,20.4
140,away,10,-17.3,12.4
140,away,11,-15.4,-7.0
141,ball,0,30.0,9.1
141,home,1,-42.3,-2.7
141,home,2,-27.2,-23.1
141,home,3,-26.4,-6.9
141,home,4,-24.4,10.7
141,home,5,-22.0,24.8
141,home,6,-0.4,-18.7
141,home,7,-0.4,-8.0
141,home,8,-1.9,4.3
141,home,9,-4.2,17.1
141,home,10,11.7,-11.5
141,home,11,10.8,10.8
141,away,1,36.7,0.8
141,away,2,22.6,-19.4
141,away,3,25.0,-5.1
141,away,4,26.8,9.6
141,away,5,27.1,21.4
141,away,6,5.8,-22.5
141,away,7,3.5,-9.9
141,away,8,1.3,5.3
141,away,9,0.2,20.5
141,away,10,-17.2,12.4
141,away,11,-15.3,-7.0
142,ball,0,30.0,8.7
142,home,1,-42.3,-2.7
142,home,2,-27.1,-23.1
142,home,3,-26.3,-6.8
142,home,4,-24.3,10.8
142,home,5,-21.9,24.8
142,home,6,-0.3,-18.8
142,home,7,-0.3,-8.0
142,home,8,-1.9,4.3
142,home,9,-4.3,17.1
142,home,10,11.7,-11.4
142,home,11,10.9,10.8
142,away,1,36.7,0.9
142,away,2,22.7,-19.4
142,away,3,25.1,-5.1
142,away,4,26.8,9.5
142,away,5,27.0,21.3
142,away,6,5.7,-22.5
142,away,7,3.4,-9.9
142,away,8,1.2,5.3
142,away,9,0.1,20.5
142,away,10,-17.2,12.4
142,away,11,-15.3,-7.0
143,ball,0,30.1,8.2
143,home,1,-42.3,-2.7
143,home,2,-27.1,-23.0
143,home,3,-26.2,-6.8
143,home,4,-24.1,10.8
143,home,5,-21.8,24.8
143,home,6,-0.3,-18.8
143,home,7,-0.3,-8.1
143,home,8,-1.9,4.3
143,home,9,-4.3,17.2
143,home,10,11.7,-11.4
143,home,11,10.9,10.9
143,away,1,36.7,0.9
143,away,2,22.7,-19.3
143,away,3,25.1,-5.1
143,away,4,26.8,9.5
143,away,5,27.0,21.2
143,away,6,5.6,-22.6
143,away,7,3.2,-9.9
143,away,8,1.1,5.4
143,away,9,0.1,20.6
143,away,10,-17.2,12.5
143,away,11,-15.2,-7.0
144,ball,0,30.1,7.8
144,home,1,-42.3,-2.7
144,home,2,-27.1,-23.0
144,home,3,-26.1,-6.7
144,home,4,-24.0,10.8
144,home,5,-21.7,24.7
144,home,6,-0.2,-18.9
144,home,7,-0.3,-8.1
144,home,8,-2.0,4.3
144,home,9,-4.3,17.2
144,home,10,11.6,-11.3
144,home,11,10.9,11.0
144,away,1,36.7,1.0
144,away,2,22.8,-19.3
144,away,3,25.1,-5.1
144,away,4,26.8,9.4
144,away,5,26.9,21.2
144,away,6,5.5,-22.6
144,away,7,3.1,-9.9
144,away,8,1.0,5.4
144,away,9,0.1,20.6
144,away,10,-17.2,12.5
144,away,11,-15.2,-7.0
145,ball,0,30.2,7.4
145,home,1,-42.3,-2.6
145,home,2,-27.0,-22.9
145,home,3,-26.1,-6.7
145,home,4,-23.9,10.8
145,home,5,-21.6,24.7
145,home,6,-0.2,-18.9
145,home,7,-0.3,-8.2
145,home,8,-2.0,4.2
145,home,9,-4.4,17.2
145,home,10,11.6,-11.2
145,home,11,11.0,11.0
145,away,1,36.8,1.0
145,away,2,22.8,-19.3
145,away,3,25.2,-5.2
145,away,4,26.8,9.4
145,away,5,26.8,21.1
145,away,6,5.4,-22.6
145,away,7,3.0,-9.9
145,away,8,0.9,5.5
145,away,9,0.0,20.7
145,away,10,-17.2,12.5
145,away,11,-15.1,-7.1
146,ball,0,30.2,6.9
146,home,1,-42.3,-2.6
146,home,2,-27.0,-22.8
146,home,3,-26.0,-6.6
146,home,4,-23.8,10.9
146,home,5,-21.5,24.7
146,home,6,-0.1,-19.0
146,home,7,-0.3,-8.2
146,home,8,-2.0,4.2
146,home,9,-4.4,17.2
146,home,10,11.6,-11.2
146,home,11,11.0,11.1
146,away,1,36.8,1.1
146,away,2,22.8,-19.3
146,away,3,25.2,-5.2
146,away,4,26.8,9.3
146,away,5,26.8,21.1
146,away,6,5.2,-22.7
146,away,7,2.9,-9.9
146,away,8,0.8,5.5
146,away,9,-0.0,20.7
146,away,10,-17.2,12.6
146,away,11,-15.1,-7.1
147,ball,0,30.3,6.5
147,home,1,-42.4,-2.6
147,home,2,-26.9,-22.8
147,home,3,-25.9,-6.5
147,home,4,-23.7,10.9
147,home,5,-21.4,24.7
147,home,6,-0.0,-19.0
147,home,7,-0.3,-8.3
147,home,8,-2.1,4.2
147,home,9,-4.5,17.3
147,home,10,11.6,-11.1
147,home,11,11.1,11.1
147,away,1,36.8,1.2
147,away,2,22.9,-19.2
147,away,3,25.2,-5.2
147,away,4,26.8,9.3
147,away,5,26.7,21.0
147,away,6,5.1,-22.7
147,away,7,2.8,-9.9
147,away,8,0.7,5.6
147,away,9,-0.1,20.8
147,away,10,-17.2,12.6
147,away,11,-15.1,-7.1
148,ball,0,30.3,6.0
148,home,1,-42.4,-2.5
148,home,2,-26.9,-22.7
148,home,3,-25.8,-6.5
148,home,4,-23.5,10.9
148,home,5,-21.3,24.6
148,home,6,0.0,-19.1
148,home,7,-0.3,-8.3
148,home,8,-2.1,4.2
148,home,9,-4.5,17.3
148,home,10,11.6,-11.1
148,home,11,11.1,11.2
148,away,1,36.8,1.2
148,away,2,22.9,-19.2
148,away,3,25.3,-5.2
148,away,4,26.7,9.2
148,away,5,26.6,21.0
148,away,6,5.0,-22.7
148,away,7,2.6,-9.8
148,away,8,0.6,5.6
148,away,9,-0.1,20.9
148,away,10,-17.2,12.6
148,away,11,-15.0,-7.1
149,ball,0,30.3,5.6
149,home,1,-42.4,-2.5
149,home,2,-26.8,-22.7
149,home,3,-25.7,-6.4
149,home,4,-23.4,10.9
149,home,5,-21.2,24.6
149,home,6,0.1,-19.2
149,home,7,-0.3,-8.4
149,home,8,-2.2,4.1
149,home,9,-4.6,17.3
149,home,10,11.6,-11.0
149,home,11,11.2,11.2
149,away,1,36.8,1.3
149,away,2,23.0,-19.2
149,away,3,25.3,-5.2
149,away,4,26.7,9.2
149,away,5,26.6,20.9
149,away,6,4.9,-22.7
149,away,7,2.5,-9.8
149,away,8,0.5,5.7
149,away,9,-0.1,20.9
149,away,10,-17.1,12.6
149,away,11,-15.0,-7.1
150,ball,0,30.4,5.2
150,home,1,-42.4,-2.5
150,home,2,-26.8,-22.6
150,home,3,-25.6,-6.4
150,home,4,-23.3,10.9
150,home,5,-21.1,24.6
150,home,6,0.1,-19.2
150,home,7,-0.3,-8.4
150,home,8,-2.2,4.1
150,home,9,-4.6,17.3
150,home,10,11.6,-11.0
150,home,11,11.2,11.3
150,away,1,36.8,1.3
150,away,2,23.0,-19.2
150,away,3,25.3,-5.3
150,away,4,26.7,9.1
150,away,5,26.5,20.9
150,away,6,4.8,-22.8
150,away,7,2.4,-9.8
150,away,8,0.5,5.7
150,away,9,-0.1,21.0
150,away,10,-17.1,12.7
150,away,11,-14.9,-7.1
151,ball,0,30.4,4.7
151,home,1,-42.4,-2.4
151,home,2,-26.7,-22.6
151,home,3,-25.5,-6.3
151,home,4,-23.2,10.9
151,home,5,-21.0,24.6
151,home,6,0.2,-19.3
151,home,7,-0.3,-8.5
151,home,8,-2.2,4.1
151,home,9,-4.6,17.4
151,home,10,11.6,-10.9
151,home,11,11.3,11.3
151,away,1,36.9,1.4
151,away,2,23.1,-19.2
151,away,3,25.4,-5.3
151,away,4,26.7,9.0
151,away,5,26.4,20.8
151,away,6,4.7,-22.8
151,away,7,2.3,-9.8
151,away,8,0.4,5.8
151,away,9,-0.2,21.0
151,away,10,-17.1,12.7
151,away,11,-14.9,-7.2
152,ball,0,30.4,4.3
152,home,1,-42.4,-2.4
152,home,2,-26.7,-22.5
152,home,3,-25.4,-6.3
152,home,4,-23.1,10.9
152,home,5,-20.9,24.5
152,home,6,0.2,-19.3
152,home,7,-0.3,-8.5
152,home,8,-2.3,4.1
152,home,9,-4.7,17.4
152,home,10,11.6,-10.9
152,home,11,11.3,11.4
152,away,1,36.9,1.4
152,away,2,23.1,-19.1
152,away,3,25.4,-5.3
152,away,4,26.7,9.0
152,away,5,26.4,20.7
152,away,6,4.6,-22.8
152,away,7,2.2,-9.8
152,away,8,0.3,5.8
152,away,9,-0.2,21.1
152,away,10,-17.1,12.7
152,away,11,-14.8,-7.2
153,ball,0,30.4,3.8
153,home,1,-42.4,-2.4
153,home,2,-26.6,-22.4
153,home,3,-25.3,-6.2
153,home,4,-23.0,11.0
153,home,5,-20.8,24.5
153,home,6,0.2,-19.4
153,home,7,-0.4,-8.6
153,home,8,-2.3,4.1
153,home,9,-4.7,17.4
153,home,10,11.6,-10.8
153,home,11,11.4,11.4
153,away,1,36.9,1.5
153,away,2,23.2,-19.1
153,away,3,25.4,-5.3
153,away,4,26.7,8.9
153,away,5,26.3,20.7
153,away,6,4.5,-22.8
153,away,7,2.1,-9.7
153,away,8,0.2,5.9
153,away,9,-0.2,21.1
153,away,10,-17.0,12.8
153,away,11,-14.8,-7.2
154,ball,0,30.4,3.4
154,home,1,-42.4,-2.3
154,home,2,-26.6,-22.4
154,home,3,-25.2,-6.2
154,home,4,-22.9,11.0
154,home,5,-20.7,24.5
154,home,6,0.3,-19.4
154,home,7,-0.4,-8.6
154,home,8,-2.4,4.1
154,home,9,-4.8,17.4
154,home,10,11.6,-10.7
154,home,11,11.4,11.5
154,away,1,37.0,1.5
154,away,2,23.2,-19.1
154,away,3,25.5,-5.4
154,away,4,26.7,8.9
154,away,5,26.2,20.6
154,away,6,4.4,-22.8
154,away,7,2.0,-9.7
154,away,8,0.2,5.9
154,away,9,-0.2,21.2
154,away,10,-17.0,12.8
154,away,11,-14.7,-7.2
155,ball,0,30.4,2.9
155,home,1,-42.4,-2.3
155,home,2,-26.5,-22.3
155,home,3,-25.1,-6.2
155,home,4,-22.7,11.0
155,home,5,-20.6,24.4
155,home,6,0.3,-19.5
155,home,7,-0.4,-8.7
155,home,8,-2.4,4.1
155,home,9,-4.8,17.5
155,home,10,11.6,-10.7
155,home,11,11.5,11.5
155,away,1,37.0,1.6
155,away,2,23.3,-19.1
155,away,3,25.5,-5.4
155,away,4,26.6,8.8
155,away,5,26.1,20.6
155,away,6,4.3,-22.9
155,away,7,1.9,-9.7
155,away,8,0.1,6.0
155,away,9,-0.3,21.3
155,away,10,-17.0,12.8
155,away,11,-14.7,-7.2
156,ball,0,30.5,2.5
156,home,1,-42.4,-2.3
156,home,2,-26.5,-22.3
156,home,3,-25.0,-6.1
156,home,4,-22.6,11.0
156,home,5,-20.5,24.4
156,home,6,0.4,-19.6
156,home,7,-0.4,-8.7
156,home,8,-2.5,4.0
156,home,9,-4.8,17.5
156,home,10,11.6,-10.6
156,home,11,11.6,11.6
156,away,1,37.0,1.6
156,away,2,23.3,-19.1
156,away,3,25.5,-5.4
156,away,4,26.6,8.8
156,away,5,26.1,20.5
156,away,6,4.2,-22.9
156,away,7,1.8,-9.7
156,away,8,0.0,6.1
156,away,9,-0.3,21.3
156,away,10,-16.9,12.8
156,away,11,-14.6,-7.3
157,ball,0,30.5,2.0
157,home,1,-42.4,-2.2
157,home,2,-26.4,-22.2
157,home,3,-24.9,-6.1
157,home,4,-22.5,11.0
157,home,5,-20.4,24.3
157,home,6,0.4,-19.6
157,home,7,-0.4,-8.8
157,home,8,-2.5,4.0
157,home,9,-4.9,17.5
157,home,10,11.6,-10.6
157,home,11,11.6,11.6
157,away,1,37.0,1.7
157,away,2,23.4,-19.1
157,away,3,25.5,-5.5
157,away,4,26.6,8.7
157,away,5,26.0,20.5
157,away,6,4.0,-22.9
157,away,7,1.7,-9.6
157,away,8,-0.1,6.1
157,away,9,-0.3,21.4
157,away,10,-16.9,12.8
157,away,11,-14.6,-7.3
158,ball,0,30.5,1.5
158,home,1,-42.4,-2.2
158,home,2,-26.3,-22.1
158,home,3,-24.8,-6.0
158,home,4,-22.4,11.0
158,home,5,-20.3,24.3
158,home,6,0.4,-19.7
158,home,7,-0.4,-8.8
158,home,8,-2.6,4.0
158,home,9,-4.9,17.6
158,home,10,11.6,-10.5
158,home,11,11.7,11.7
158,away,1,37.1,1.7
158,away,2,23.4,-19.1
158,away,3,25.6,-5.5
158,away,4,26.6,8.7
158,away,5,25.9,20.4
158,away,6,3.9,-22.9
158,away,7,1.5,-9.6
158,away,8,-0.1,6.2
158,away,9,-0.3,21.4
158,away,10,-16.9,12.9
158,away,11,-14.5,-7.3
159,ball,0,30.5,1.1
