timestamp,AccY
33.02,1.817
33.04,2.037
33.06,2.080
33.08,2.043
33.10,1.758
33.12,1.798
33.14,1.707
33.16,2.150
33.18,2.047
33.20,1.823
33.22,1.773
33.24,1.469
33.26,1.864
33.28,1.820
33.30,1.367
33.32,1.954
33.34,2.029
33.36,1.784
33.38,1.472
33.40,1.382
33.42,1.434
33.44,1.552
33.46,1.432
33.48,1.471
33.50,1.309
33.52,0.777
33.54,1.296
33.56,1.224
33.58,1.334
33.60,1.206
33.62,0.738
33.64,1.184
33.66,1.072
33.68,0.741
33.70,1.001
33.72,0.754
33.74,0.497
33.76,0.581
33.78,0.257
33.80,0.173
33.82,0.346
33.84,0.358
33.86,0.360
33.88,0.262
33.90,0.295
33.92,0.388
33.94,0.221
33.96,-0.061
33.98,-0.072
34.00,0.033
34.02,0.242
34.04,-0.223
34.06,0.012
34.08,0.050
34.10,0.084
34.12,-0.497
34.14,-0.534
34.16,-0.437
34.18,-0.417
34.20,-0.920
34.22,-0.577
34.24,-0.640
34.26,-0.589
34.28,-0.871
34.30,-0.993
34.32,-0.793
34.34,-0.702
34.36,-0.663
34.38,-1.063
34.40,-1.096
34.42,-0.995
34.44,-1.060
34.46,-1.039
34.48,-1.049
34.50,-1.115
34.52,-1.332
34.54,-1.439
34.56,-1.516
34.58,-1.047
34.60,-1.452
34.62,-1.506
34.64,-1.597
34.66,-1.207
34.68,-2.051
34.70,-1.712
34.72,-1.430
34.74,-1.673
34.76,-1.622
34.78,-1.563
34.80,-1.539
34.82,-1.405
34.84,-1.439
34.86,-1.694
34.88,-1.539
34.90,-1.355
34.92,-1.811
34.94,-1.679
34.96,-1.583
34.98,-2.023
35.00,-1.626
35.02,-1.786
35.04,-1.677
35.06,-1.657
35.08,-1.494
35.10,-1.989
35.12,-1.493
35.14,-1.933
35.16,-1.632
35.18,-1.436
35.20,-1.627
35.22,-1.555
35.24,-1.295
35.26,-1.424
35.28,-1.472
35.30,-1.567
35.32,-1.479
35.34,-1.411
35.36,-1.232
35.38,-1.417
35.40,-1.355
35.42,-1.137
35.44,-1.409
35.46,-1.075
35.48,-0.807
35.50,-1.169
35.52,-1.053
35.54,-1.175
35.56,-0.704
35.58,-1.078
35.60,-0.779
35.62,-1.131
35.64,-0.882
35.66,-0.920
35.68,-0.794
35.70,-0.613
35.72,-0.433
35.74,-0.558
35.76,-0.744
35.78,-0.650
35.80,-0.458
35.82,-0.231
35.84,-0.474
35.86,-0.544
35.88,-0.214
35.90,-0.335
35.92,-0.286
35.94,-0.086
35.96,-0.016
35.98,-0.115
36.00,0.301
36.02,0.497
36.04,0.023
36.06,0.309
36.08,0.279
36.10,0.247
36.12,0.189
36.14,0.122
36.16,0.204
36.18,0.554
36.20,0.610
36.22,0.322
36.24,0.499
36.26,0.441
36.28,0.807
36.30,0.614
36.32,0.750
36.34,0.808
36.36,0.671
36.38,1.395
36.40,1.063
36.42,0.786
36.44,1.357
36.46,1.045
36.48,0.862
36.50,1.017
36.52,1.239
36.54,1.076
36.56,1.284
36.58,1.359
36.60,1.441
36.62,1.348
36.64,1.154
36.66,1.496
36.68,1.345
36.70,1.304
36.72,1.668
36.74,1.357
36.76,1.238
36.78,1.189
36.80,1.290
36.82,1.059
36.84,1.207
36.86,1.114
36.88,1.331
36.90,1.222
36.92,1.791
36.94,1.910
36.96,1.391
36.98,1.163
37.00,1.230
37.02,1.196
37.04,1.451
37.06,0.990
37.08,1.434
37.10,1.459
37.12,1.208
37.14,1.485
37.16,1.219
37.18,1.242
37.20,1.293
37.22,1.191
37.24,1.299
37.26,1.442
37.28,1.260
37.30,1.067
37.32,1.293
37.34,1.203
37.36,0.792
37.38,1.241
37.40,1.636
37.42,1.067
37.44,0.984
37.46,0.896
37.48,0.737
37.50,0.875
37.52,1.007
37.54,0.637
37.56,0.625
37.58,0.870
37.60,0.706
37.62,0.829
37.64,0.731
37.66,0.600
37.68,0.814
37.70,0.378
37.72,0.727
37.74,0.561
37.76,0.526
37.78,0.455
37.80,0.621
37.82,0.631
37.84,0.224
37.86,0.328
37.88,0.585
37.90,0.100
37.92,0.242
37.94,-0.143
37.96,0.089
37.98,-0.148
38.00,-0.047
38.02,0.147
38.04,0.121
38.06,0.140
38.08,0.216
38.10,0.321
38.12,0.344
38.14,0.295
38.16,0.527
38.18,0.383
38.20,0.259
38.22,0.548
38.24,0.554
38.26,0.666
38.28,0.593
38.30,0.780
38.32,0.915
38.34,0.881
38.36,0.630
38.38,0.700
38.40,0.736
38.42,0.796
38.44,0.721
38.46,0.741
38.48,0.854
38.50,0.797
38.52,0.907
38.54,0.721
38.56,0.755
38.58,0.829
38.60,0.854
38.62,0.777
38.64,0.840
38.66,0.789
38.68,0.657
38.70,0.742
38.72,0.484
38.74,0.784
38.76,0.519
38.78,0.639
38.80,0.457
38.82,0.518
38.84,0.353
38.86,0.436
38.88,0.145
38.90,0.299
38.92,0.217
38.94,0.130
38.96,-0.073
38.98,0.123
39.00,-0.246
39.02,0.005
39.04,-0.121
39.06,0.036
39.08,-0.274
39.10,-0.175
39.12,-0.282
39.14,-0.264
39.16,-0.234
39.18,-0.553
39.20,-0.257
39.22,-0.433
39.24,-0.348
39.26,-0.515
39.28,-0.681
39.30,-0.801
39.32,-0.626
39.34,-0.699
39.36,-0.763
39.38,-0.660
39.40,-0.585
39.42,-0.824
39.44,-0.773
39.46,-0.779
39.48,-0.940
39.50,-0.814
39.52,-0.845
39.54,-0.902
39.56,-0.635
39.58,-0.780
39.60,-0.742
39.62,-0.657
39.64,-0.621
39.66,-0.723
39.68,-0.623
39.70,-0.628
39.72,-0.644
39.74,-0.575
39.76,-0.593
39.78,-0.461
39.80,-0.399
39.82,-0.213
39.84,-0.224
39.86,-0.459
39.88,-0.321
39.90,-0.341
39.92,-0.325
39.94,-0.192
39.96,-0.258
39.98,-0.280
40.00,-0.147
40.02,0.029
40.04,0.036
40.06,0.035
40.08,0.424
40.10,0.267
40.12,0.315
40.14,0.135
40.16,0.492
40.18,0.501
40.20,0.373
40.22,0.507
40.24,0.640
40.26,0.548
40.28,0.522
40.30,0.503
40.32,0.603
40.34,0.730
40.36,0.818
40.38,0.759
40.40,0.664
40.42,0.802
40.44,0.751
40.46,0.648
40.48,0.675
40.50,0.668
40.52,0.749
40.54,0.942
40.56,0.796
40.58,0.795
40.60,0.632
40.62,0.651
40.64,0.694
40.66,0.582
40.68,0.656
40.70,0.762
40.72,0.570
40.74,0.498
40.76,0.567
40.78,0.473
40.80,0.516
40.82,0.451
40.84,0.510
40.86,0.324
40.88,0.213
40.90,0.018
40.92,0.047
40.94,0.188
40.96,0.033
40.98,0.016
41.00,-0.209
41.02,0.129
41.04,-0.181
41.06,-0.076
41.08,-0.247
41.10,-0.176
41.12,-0.590
41.14,-0.430
41.16,-0.546
41.18,-0.433
41.20,-0.514
41.22,-0.214
41.24,-0.460
41.26,-0.487
41.28,-0.604
41.30,-0.698
41.32,-0.623
41.34,-0.557
41.36,-0.761
41.38,-0.814
41.40,-0.930
41.42,-0.877
41.44,-0.537
41.46,-0.514
41.48,-0.667
41.50,-0.658
41.52,-0.892
41.54,-0.807
41.56,-0.798
41.58,-0.702
41.60,-0.724
41.62,-0.840
41.64,-0.619
41.66,-0.873
41.68,-0.715
41.70,-0.575
41.72,-0.674
41.74,-0.499
41.76,-0.403
41.78,-0.564
41.80,-0.467
41.82,-0.248
41.84,-0.258
41.86,-0.474
41.88,-0.092
41.90,-0.314
41.92,-0.345
41.94,-0.053
41.96,-0.032
41.98,0.191
42.00,-0.211
42.02,-0.075
42.04,0.071
42.06,0.163
42.08,0.179
42.10,0.124
42.12,0.437
42.14,0.246
42.16,0.263
42.18,0.248
42.20,0.484
42.22,0.406
42.24,0.393
42.26,0.920
42.28,0.848
42.30,0.671
42.32,0.684
42.34,0.669
42.36,0.697
42.38,0.637
42.40,0.837
42.42,0.547
42.44,0.808
42.46,0.740
42.48,1.026
42.50,0.722
42.52,0.836
42.54,0.779
42.56,0.787
42.58,0.857
42.60,0.866
42.62,0.700
42.64,0.599
42.66,0.727
42.68,0.454
42.70,0.742
42.72,0.570
42.74,0.762
42.76,0.595
42.78,0.356
42.80,0.461
42.82,0.479
42.84,0.169
42.86,0.306
42.88,0.347
42.90,0.296
42.92,0.131
42.94,0.075
42.96,0.065
42.98,0.152
43.00,-0.056
43.02,0.139
43.04,-0.052
43.06,-0.130
43.08,-0.382
43.10,-0.050
43.12,-0.313
43.14,-0.264
43.16,-0.117
43.18,-0.553
43.20,-0.516
43.22,-0.672
43.24,-0.670
43.26,-0.589
43.28,-0.650
43.30,-0.691
43.32,-0.855
43.34,-0.679
43.36,-0.801
43.38,-0.759
43.40,-0.749
43.42,-0.752
43.44,-0.784
43.46,-0.724
43.48,-0.704
43.50,-0.920
43.52,-0.699
43.54,-0.883
43.56,-0.950
43.58,-0.810
43.60,-0.786
43.62,-0.631
43.64,-0.593
43.66,-0.580
43.68,-0.606
43.70,-0.719
43.72,-0.558
43.74,-0.590
43.76,-0.750
43.78,-0.591
43.80,-0.573
43.82,-0.699
43.84,-0.359
43.86,-0.381
43.88,-0.309
43.90,-0.284
43.92,-0.333
43.94,-0.127
43.96,-0.294
43.98,-0.031
44.00,0.044
44.02,0.190
44.04,0.120
44.06,0.233
44.08,0.226
44.10,0.364
44.12,0.162
44.14,0.427
44.16,0.326
44.18,0.380
44.20,0.307
44.22,0.504
44.24,0.381
44.26,0.414
44.28,0.649
44.30,0.735
44.32,0.693
44.34,0.898
44.36,0.717
44.38,0.596
44.40,0.786
44.42,0.989
44.44,0.797
44.46,0.900
44.48,0.747
44.50,0.853
44.52,0.897
44.54,0.735
44.56,0.672
44.58,1.175
44.60,0.977
44.62,0.828
44.64,0.683
44.66,0.685
44.68,0.809
44.70,0.656
44.72,0.566
44.74,0.592
44.76,0.467
44.78,0.678
44.80,0.527
44.82,0.657
44.84,0.381
44.86,0.326
44.88,0.576
44.90,0.242
44.92,0.140
44.94,0.064
44.96,0.124
44.98,0.046
45.00,0.106
45.02,-0.015
45.04,0.119
45.06,0.003
45.08,-0.137
45.10,-0.230
45.12,-0.233
45.14,-0.262
45.16,-0.280
45.18,-0.454
45.20,-0.549
45.22,-0.562
45.24,-0.552
45.26,-0.396
45.28,-0.598
45.30,-0.688
45.32,-0.491
45.34,-0.895
45.36,-0.628
45.38,-0.675
45.40,-0.775
45.42,-0.703
45.44,-0.522
45.46,-0.734
45.48,-1.136
45.50,-0.779
45.52,-0.794
45.54,-0.703
45.56,-0.927
45.58,-0.962
45.60,-0.617
45.62,-0.847
45.64,-0.749
45.66,-0.731
45.68,-0.653
45.70,-0.732
45.72,-0.502
45.74,-0.718
45.76,-0.650
45.78,-0.475
45.80,-0.380
45.82,-0.264
45.84,-0.302
45.86,-0.285
45.88,-0.208
45.90,-0.407
45.92,-0.127
45.94,-0.159
45.96,-0.058
45.98,-0.009
46.00,-0.003
46.02,-0.031
46.04,0.135
46.06,0.119
46.08,0.150
46.10,0.211
46.12,0.335
46.14,0.237
46.16,0.426
46.18,0.575
46.20,0.379
46.22,0.514
46.24,0.417
46.26,0.445
46.28,0.383
46.30,0.413
46.32,0.563
46.34,0.883
46.36,0.895
46.38,0.786
46.40,0.818
46.42,0.880
46.44,0.980
46.46,0.801
46.48,0.751
46.50,0.744
46.52,0.822
46.54,0.756
46.56,0.687
46.58,0.952
46.60,0.702
46.62,0.726
46.64,0.663
46.66,0.503
46.68,0.767
46.70,0.753
46.72,0.700
46.74,0.601
46.76,0.435
46.78,0.545
46.80,0.568
46.82,0.432
46.84,0.518
46.86,0.240
46.88,0.206
46.90,0.182
46.92,0.262
46.94,-0.047
46.96,0.071
46.98,-0.107
47.00,0.014
47.02,-0.131
47.04,-0.386
47.06,-0.120
47.08,-0.461
47.10,-0.319
47.12,-0.252
47.14,-0.474
47.16,-0.515
47.18,-0.414
47.20,-0.519
47.22,-0.573
47.24,-0.492
47.26,-0.623
47.28,-0.521
47.30,-0.621
47.32,-0.583
47.34,-0.657
47.36,-0.811
47.38,-0.723
47.40,-0.750
47.42,-0.683
47.44,-0.984
47.46,-0.762
47.48,-0.737
47.50,-0.677
47.52,-0.811
47.54,-0.525
47.56,-0.712
47.58,-0.669
47.60,-0.663
47.62,-0.895
47.64,-0.800
47.66,-0.623
47.68,-0.555
47.70,-0.752
47.72,-0.446
47.74,-0.529
47.76,-0.338
47.78,-0.571
47.80,-0.259
47.82,-0.510
47.84,-0.410
47.86,-0.639
47.88,-0.214
47.90,-0.193
47.92,-0.350
47.94,-0.164
47.96,0.084
47.98,-0.018
